FILE_NAME,meanH,stdH,meanS,stdS,meanV,stdV,stdHistH,kurtHistH,skewHistH,stdHistS,kurtHistS,skewHistS,stdHistV,kurtHistV,skewHistV,meanR,stdR,meanG,stdG,meanB,stdB,stdHistR,kurtHistR,skewHistR,stdHistG,kurtHistG,skewHistG,stdHistB,kurtHistB,skewHistB,meanInten,stdInten,entropyInten,stdHistInten,kurtHistInten,skewHistInten,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,entCoMatrix,ineCoMatrix,eneCoMatrix,corCoMatrix,homCoMatrix,eneFFT,entFFT,ineFFT,homFFT,SNM,EME,GCF,class_NIPS2012,class_GPB_UCM,class_GPB,class_XREN,class_POCV2006,class_BEL,class_MINCOVER,class_CGTG,class_BGTG,class_CG
123074.jpg,0.46233,0.34027,0.09041,0.05932,0.48913,0.17843,0.00622,13.9782,2.7569,0.00945,11.0858,2.9262,0.00288,1.4785,0.02646,121.885,47.3532,117.8626,40.8724,117.9866,43.0975,0.00272,1.5543,-0.06826,0.00334,1.481,0.25523,0.00308,1.4183,0.02614,119.083,42.9281,7.4346,0.00312,1.4622,0.13326,0.11011,0.16175,0.16681,0.37573,0.63506,0.44595,0.23837,0.17826,0.1773,0.26553,0.71766,102.9197,0.00029,0.97198,0.29277,0.93925,-0.08235,-4.3571,0.00431,0.98238,9.9963,5.5108,AD,AD,AD,NAD,AD,NAD,NAD,NAD,NAD,NAD
126007.jpg,0.44073,0.17177,0.40079,0.18064,0.44765,0.18532,0.01425,69.9376,7.8235,0.00401,3.2447,0.96828,0.00468,3.6241,1.2437,74.5492,44.7364,98.1969,42.8165,105.4586,47.1821,0.00546,4.6914,1.6263,0.00511,4.6432,1.5079,0.00419,2.9279,0.99474,91.9658,41.5691,6.8909,0.00525,4.9242,1.6239,0.17059,0.24812,0.1251,0.26162,0.29453,0.3407,0.20482,0.29984,0.52423,0.46448,0.74955,216.6773,0.0017,0.93729,0.43189,0.9279,-0.10562,-6.3663,0.00475,0.6057,9.9426,4.7085,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
130026.jpg,0.21693,0.1555,0.2264,0.10687,0.39126,0.24928,0.00917,11.012,2.8853,0.00519,2.6022,0.98606,0.00381,10.9018,2.3867,97.4956,64.6242,92.2753,57.6237,75.6611,47.0484,0.00343,8.6893,1.9521,0.00385,9.0347,1.9658,0.00488,6.5684,1.9077,91.945,58.2502,7.4212,0.00371,7.0337,1.765,0.21759,0.26885,0.21345,0.32736,0.4024,0.30488,0.23198,0.28581,0.32554,0.48093,0.91082,372.2755,0.00053,0.94519,0.24331,0.81358,-0.13628,-8.2117,0.00455,0.60387,17.1094,6.9393,NAD,AD,AD,NAD,NAD,NAD,NAD,NAD,NAD,NAD
134035.jpg,0.27725,0.08671,0.2468,0.12793,0.42755,0.21823,0.01014,26.0317,4.4214,0.00527,4.8549,1.4965,0.00378,5.1015,1.6782,98.0412,51.141,108.9071,55.6249,90.0645,59.2915,0.00383,4.5962,1.5146,0.00379,5.111,1.6804,0.00368,4.8483,1.6251,103.4922,54.6189,7.405,0.0038,5.0068,1.6436,0.17072,0.21186,0.16572,0.35894,0.61007,0.31868,0.19372,0.23216,0.25669,0.3723,0.92276,452.663,0.00026,0.92417,0.23032,0.87978,-0.11194,-8.6704,0.00544,0.26328,21.5652,7.3564,AD,AD,AD,AD,AD,NAD,AD,AD,AD,NAD
14037.jpg,0.52204,0.08312,0.4643,0.23296,0.35666,0.23784,0.01243,30.4406,4.8387,0.00636,163.0161,11.494,0.00752,108.4692,8.7112,50.3433,46.747,78.348,54.1819,90.3877,60.2261,0.00934,136.9369,10.4218,0.00953,161.116,11.7017,0.00739,107.8289,8.6393,71.3129,51.5504,6.7478,0.00992,171.4733,12.1679,0.11703,0.19316,0.09655,0.23676,0.35226,0.34994,0.18546,0.23428,0.65625,0.34224,0.57837,50.4008,0.01891,0.99052,0.54572,0.74765,-0.0863,-4.4109,0.00439,0.12435,11.0675,5.7728,AD,AD,AD,NAD,NAD,AD,NAD,NAD,NAD,NAD
143090.jpg,0.66019,0.04518,0.51569,0.14979,0.56823,0.20019,0.01451,30.0113,5.0643,0.00402,2.3075,0.7442,0.0034,2.78,0.99957,75.8205,42.1684,84.0129,41.2785,144.8364,51.1481,0.00398,3.6507,1.1794,0.0037,3.16,0.9452,0.0034,2.7779,0.99833,88.4989,41.7558,7.3397,0.00364,3.1455,0.9333,0.10298,0.21415,0.10069,0.27443,0.45353,0.50566,0.2372,0.26226,0.38675,0.34941,0.55958,52.0977,0.00153,0.98505,0.55456,0.88144,-0.08166,-3.8369,0.00398,0.3105,14.9337,4.5929,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
145086.jpg,0.35854,0.30334,0.39408,0.28849,0.53754,0.23285,0.00835,15.9762,3.437,0.00421,24.8928,3.3321,0.00422,27.8548,3.4013,128.3,63.3927,105.964,69.6266,94.5372,61.2756,0.00341,46.735,4.6096,0.0032,22.5206,2.9298,0.00321,6.6098,1.5514,111.3321,61.2434,7.6746,0.00254,2.6332,0.53955,0.20706,0.26292,0.1511,0.27746,0.42712,0.33456,0.21593,0.2835,0.37607,0.47476,0.91547,509.8909,0.00037,0.932,0.32727,0.88811,-0.12582,-7.6763,0.00503,0.88475,14.9131,7.1456,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
147091.jpg,0.51254,0.07799,0.6303,0.23757,0.57035,0.31763,0.01696,59.8501,7.2074,0.00478,140.381,10.2232,0.00397,6.5559,1.9402,56.2163,52.9011,126.2872,71.4615,142.8127,83.9632,0.00581,65.8615,6.2857,0.00291,4.9295,1.4252,0.00412,5.8689,1.8229,107.2243,65.0272,7.5627,0.00329,9.0839,2.0344,0.2188,0.27347,0.17468,0.27758,0.30356,0.29935,0.25149,0.29897,0.39261,0.53032,0.8517,367.2253,0.00055,0.95653,0.34962,0.82073,-0.13212,-7.2565,0.00468,0.95228,22.9985,7.2627,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
148026.jpg,0.25315,0.10495,0.43622,0.20916,0.47861,0.31638,0.00767,15.1021,2.9972,0.00465,12.5597,2.4598,0.0025,41.5096,4.5814,107.8023,82.8926,119.6616,78.9983,80.9156,61.3472,0.00289,50.3986,5.2118,0.00263,34.5869,4.0411,0.00427,19.557,3.3241,111.689,77.5054,7.6996,0.003,53.3143,5.3526,0.23304,0.26595,0.17215,0.29175,0.39164,0.3035,0.21073,0.28282,0.39848,0.48118,0.98611,680.2607,0.00084,0.9434,0.24684,0.83961,-0.13738,10.1745,0.00541,0.1527,30.6601,9.852,NAD,AD,AD,AD,AD,NAD,NAD,NAD,NAD,AD
148089.jpg,0.1125,0.0685,0.62693,0.20452,0.45762,0.29091,0.0146,25.9979,4.7075,0.00504,110.7702,8.541,0.00219,21.68,3.0305,116.5176,74.3687,89.0276,59.2596,51.6812,47.7658,0.00213,22.6946,3.1417,0.00274,8.1206,1.2296,0.00599,57.4203,5.8108,92.9917,62.1735,7.6496,0.0027,14.9034,1.925,0.22964,0.28512,0.18709,0.31697,0.39657,0.32893,0.20382,0.29346,0.3225,0.48307,0.95556,565.3979,0.00042,0.9269,0.2088,0.86631,-0.12481,-9.1874,0.00517,0.32374,26.0602,8.4955,AD,AD,AD,AD,AD,AD,AD,NAD,NAD,NAD
156065.jpg,0.22904,0.17213,0.45037,0.19175,0.38912,0.22078,0.00835,10.1605,2.7091,0.00339,6.4949,1.3707,0.00258,21.438,2.0971,93.2208,60.2279,88.4045,52.2413,60.2714,36.1349,0.00272,38.947,3.8709,0.00312,26.2173,2.6701,0.00436,4.636,1.0966,86.6368,51.7615,7.5102,0.00316,24.3746,2.5594,0.29949,0.29529,0.18406,0.23587,0.27072,0.23537,0.20924,0.29883,0.40276,0.55643,0.92473,464.6982,0.00066,0.91325,0.20532,0.83248,-0.16349,-9.3046,0.0056,0.53076,21.6477,6.9708,AD,AD,AD,NAD,AD,NAD,NAD,NAD,NAD,NAD
157055.jpg,0.27133,0.19554,0.21792,0.17465,0.63668,0.22812,0.00553,9.4323,2.1027,0.00549,7.4466,2.2483,0.00328,13.479,1.9223,154.5416,57.8231,154.6138,60.5834,134.7988,64.1085,0.003,6.907,1.2198,0.00269,2.7327,0.39013,0.00295,1.915,0.46052,152.3341,58.9538,7.6057,0.00258,2.0253,0.14653,0.12784,0.22224,0.12639,0.30157,0.59305,0.42342,0.19869,0.25402,0.27021,0.34547,0.88236,343.7801,0.00032,0.95055,0.29465,0.93102,-0.10391,-5.4153,0.00437,0.34689,8.6585,6.337,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
159008.jpg,0.18072,0.0784,0.51395,0.19028,0.39289,0.31307,0.01097,23.3166,4.1817,0.00454,13.5888,2.5294,0.00441,58.9791,6.4934,96.6612,81.5247,90.77,70.3077,54.9623,51.4541,0.00495,86.8385,8.1571,0.00434,63.7572,6.5858,0.00697,46.7505,5.8177,88.4481,71.2581,7.4361,0.00526,98.5268,8.6938,0.13417,0.18928,0.17378,0.37511,0.55835,0.36876,0.21873,0.21895,0.36552,0.31326,0.87823,247.3373,0.00366,0.97565,0.30113,0.82017,-0.09401,-7.2343,0.00546,0.40123,21.2639,10.2962,AD,AD,AD,NAD,NAD,NAD,NAD,NAD,NAD,NAD
160068.jpg,0.15461,0.03263,0.58201,0.13332,0.39777,0.21713,0.0129,16.5427,3.6858,0.00457,2.7558,0.99526,0.00461,10.7996,2.2919,99.194,56.6416,92.2278,46.0149,47.4974,36.6216,0.00494,15.0103,2.809,0.00432,2.9666,1.1417,0.00531,4.0585,1.5271,89.2009,47.9117,7.1402,0.00451,3.8773,1.3901,0.11962,0.1934,0.11408,0.30957,0.35986,0.45811,0.21679,0.27121,0.51592,0.33667,0.82837,219.8619,0.00216,0.95215,0.48753,0.91764,-0.11836,-7.1186,0.0049,0.63002,11.3518,5.3312,AD,AD,AD,AD,NAD,NAD,NAD,NAD,NAD,NAD
16077.jpg,0.21052,0.10139,0.30499,0.09118,0.45363,0.24359,0.00927,18.9764,3.6639,0.00576,3.6092,1.3654,0.00348,19.7914,2.7753,109.0555,61.6458,111.8706,60.1237,83.7886,49.582,0.00352,8.6922,1.91,0.00335,8.8443,1.6854,0.00412,5.3196,1.6124,107.8334,58.7247,7.5141,0.00321,3.9881,1.1248,0.19345,0.26945,0.18757,0.31383,0.47156,0.33673,0.23122,0.28606,0.29468,0.44544,0.83572,206.769,0.00037,0.97004,0.27955,0.8508,-0.10579,-6.2268,0.00464,0.89862,14.0983,6.8297,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
163085.jpg,0.15266,0.05346,0.61613,0.23803,0.37802,0.13021,0.01196,29.9647,4.7846,0.00569,180.0969,12.2622,0.00437,2.2363,0.84412,91.0507,38.3841,86.9494,29.0328,43.5425,35.6216,0.00363,1.7841,0.47703,0.00522,3.7407,1.4109,0.00685,86.5933,7.3367,83.2315,31.8668,6.9997,0.00458,2.5921,0.99551,0.1587,0.21496,0.15529,0.29974,0.55872,0.43806,0.24237,0.23694,0.25559,0.36105,0.66121,102.0064,0.00051,0.94976,0.31005,0.9338,-0.10926,-5.7551,0.00464,0.47274,14.3976,4.7603,AD,NAD,NAD,AD,NAD,NAD,NAD,NAD,NAD,NAD
167062.jpg,0.46975,0.22914,0.31114,0.2741,0.42768,0.43642,0.01572,60.653,6.8609,0.01183,156.6123,11.3461,0.0207,190.116,12.9675,100.9351,115.1924,104.62,114.0627,108.8872,111.2918,0.01544,63.895,7.1633,0.02101,117.0609,9.98,0.01908,179.7146,12.4713,104.0268,114.0741,4.6076,0.01836,79.8386,8.3082,0.10171,0.15627,0.0779,0.16378,0.13734,0.23016,0.12659,0.22973,0.82501,0.33327,0.51528,76.7822,0.05101,0.99705,0.61532,0.55972,-0.0727,-3.1783,0.00313,0.51803,17.6526,6.7822,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
167083.jpg,0.57502,0.10184,0.38956,0.32447,0.52081,0.24126,0.01275,26.549,4.6157,0.00768,155.2723,11.2015,0.00284,44.642,4.3723,87.4966,71.039,108.6512,65.3365,132.5546,61.8244,0.0072,200.4035,13.5487,0.00212,10.8451,1.61,0.00278,44.6606,4.3872,105.0435,65.3251,7.8027,0.00206,6.7072,1.1558,0.2711,0.30917,0.17339,0.23487,0.24168,0.26419,0.19982,0.32161,0.42357,0.54287,0.99734,"1,276.96",0.00038,0.85031,0.22633,0.88041,-0.18086,12.9877,0.00638,0.12002,45.3841,8.5694,NAD,AD,AD,AD,AD,NAD,AD,AD,NAD,AD
170057.jpg,0.15221,0.03016,0.49022,0.09115,0.51033,0.16001,0.01292,13.9595,3.4737,0.00689,5.8373,1.9893,0.00347,1.7714,0.45236,128.8855,41.4202,121.3914,35.8921,67.4207,25.1101,0.00339,1.6745,0.40705,0.00401,1.9594,0.6549,0.0056,3.1162,1.2768,117.483,35.885,7.1757,0.00401,1.9817,0.66814,0.12622,0.1919,0.18929,0.37906,0.58682,0.42841,0.2527,0.20719,0.19986,0.30513,0.74295,157.2453,0.00038,0.93857,0.28259,0.95737,-0.09263,-4.7276,0.00414,0.96375,10.9746,4.4719,AD,AD,AD,AD,AD,AD,NAD,NAD,NAD,NAD
175032.jpg,0.11918,0.04087,0.48025,0.17323,0.45431,0.18135,0.01436,26.752,4.8075,0.00455,5.0854,1.5049,0.00293,1.6326,0.10034,114.9762,47.1495,97.8471,39.9973,64.6413,35.2798,0.00285,1.6413,0.12111,0.00355,1.5852,0.28758,0.0043,4.3695,0.94274,99.1883,41.1676,7.3205,0.00343,1.5899,0.24452,0.30082,0.31788,0.17032,0.22248,0.37172,0.2397,0.18861,0.31904,0.32928,0.53716,0.95703,"1,074.46",0.00009,0.6832,0.11774,0.92175,-0.19158,12.1809,0.00582,0.20075,30.0067,6.1772,AD,AD,AD,AD,AD,NAD,AD,AD,AD,NAD
175043.jpg,0.17653,0.05987,0.31902,0.12483,0.46151,0.16106,0.00967,10.2867,2.7987,0.0049,2.5462,1.0062,0.0035,2.0293,0.58513,113.3204,43.5903,111.066,36.1374,80.7275,31.7461,0.00317,1.6637,0.3024,0.00409,2.3322,0.83939,0.00456,2.6725,0.97686,108.2847,37.2886,7.2323,0.0039,2.1211,0.71459,0.18093,0.21038,0.20615,0.37772,0.56762,0.3581,0.22141,0.2284,0.2278,0.3665,0.85806,354.7881,0.00016,0.87249,0.17538,0.9426,-0.13198,-7.7283,0.00462,0.51178,20.9548,5.4217,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
182053.jpg,0.35784,0.17188,0.28207,0.14177,0.54548,0.21886,0.01,29.7503,4.577,0.00499,3.608,1.3023,0.00607,18.345,3.7786,117.9089,55.042,133.2875,53.5701,124.0957,56.2322,0.004,3.5534,1.4431,0.00431,5.0622,1.8037,0.00619,18.094,3.7408,127.6607,53.2316,7.336,0.00428,4.7581,1.7529,0.18873,0.26807,0.13159,0.28319,0.31175,0.33914,0.23006,0.30372,0.43316,0.5,0.94969,468.3745,0.0012,0.91741,0.3754,0.91478,-0.1305,-6.4993,0.00441,0.79584,16.5547,5.5816,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
189080.jpg,0.11494,0.03915,0.43572,0.15339,0.59551,0.28134,0.01469,45.1981,5.8183,0.00677,25.4871,3.9839,0.00352,8.5207,2.0821,151.8022,71.8301,133.429,75.5403,94.2427,64.8355,0.00351,8.5025,2.0834,0.00413,6.3998,2.0457,0.00471,5.3689,1.752,134.4343,72.8861,7.4392,0.00384,5.7678,1.8505,0.16624,0.22736,0.13864,0.28192,0.43225,0.41768,0.2139,0.27479,0.41889,0.40489,0.66024,95.217,0.00129,0.99103,0.42267,0.94218,-0.05027,3.1335,0.0039,0.66459,7.2075,6.6363,AD,AD,AD,AD,AD,AD,NAD,NAD,NAD,NAD
19021.jpg,0.33542,0.13822,0.27255,0.14369,0.37055,0.20014,0.00674,15.6076,3.0015,0.00522,6.0423,1.7825,0.00386,4.8034,1.1879,76.666,50.834,89.4169,46.719,78.1342,44.5025,0.00513,16.4475,2.834,0.00431,4.4891,1.1871,0.00476,7.3999,1.8762,84.3159,46.6039,7.0934,0.00473,10.8464,2.1024,0.20046,0.25247,0.18967,0.31862,0.39079,0.35261,0.23996,0.28327,0.36395,0.45962,0.8538,292.1112,0.00101,0.93282,0.29845,0.88864,-0.12683,-8.5672,0.00511,0.49411,18.0458,6.3082,NAD,AD,AD,AD,AD,NAD,NAD,NAD,NAD,NAD
196073.jpg,0.12632,0.00766,0.24463,0.05416,0.54179,0.06914,0.02575,72.5895,7.9774,0.01291,18.9636,4.021,0.0083,7.4793,2.3818,138.1537,17.6398,129.9821,16.7767,104.9465,16.1898,0.0083,7.4794,2.3818,0.00851,7.9027,2.4596,0.00874,8.3259,2.5375,129.5573,16.9059,5.8862,0.00849,7.8602,2.4524,0.33341,0.31465,0.18409,0.18066,0.17807,0.19725,0.21768,0.30976,0.35855,0.61709,0.61306,220.0182,0.00063,0.61542,0.18437,0.99152,-0.12373,-4.5239,0.00385,0.79403,11.0561,1.8116,AD,AD,AD,AD,AD,NAD,AD,AD,AD,NAD
197017.jpg,0.2269,0.20647,0.23942,0.18541,0.52187,0.24943,0.00818,12.4074,2.9868,0.00462,5.0905,1.5652,0.00283,1.8426,0.32909,129.8074,62.6677,126.8436,63.5664,112.6341,70.089,0.0023,2.3413,0.35185,0.00263,2.4593,0.44161,0.00454,5.769,1.5469,126.0993,63.7141,7.6172,0.00269,2.3767,0.46792,0.21316,0.26299,0.15422,0.26555,0.41435,0.37043,0.22716,0.28791,0.33956,0.48208,0.76765,214.3869,0.00051,0.97361,0.33326,0.86373,-0.10678,-4.8079,0.00426,0.93341,15.2395,5.6773,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
208001.jpg,0.28157,0.13082,0.42694,0.13877,0.39816,0.20735,0.00546,4.6443,1.5254,0.00402,1.884,0.60956,0.00337,2.2989,0.60962,79.0604,56.4819,97.798,50.8075,61.933,31.7659,0.00417,6.9112,1.6938,0.00348,2.5562,0.68036,0.00613,4.759,1.7562,88.0982,48.6729,7.2751,0.00395,3.2136,1.0039,0.17007,0.23861,0.17568,0.32263,0.54038,0.36577,0.23327,0.24856,0.28754,0.39308,0.8135,188.6704,0.00046,0.96021,0.27745,0.87561,-0.10696,6.6887,0.00485,0.60961,15.955,6.3396,AD,AD,AD,AD,AD,AD,NAD,NAD,NAD,NAD
